### bench v0  load averages: 2.24 3.80 4.37
header: hdr/chainhash_v0.h; calibrated core frequency: 3.378 GHz; trials 21

== chainhash-256 <32,5,1> ==  cycles per call: tp (independent) | lat4 (SMHasher3-style serialization); min-based / median; GB/s from tp at the measured GHz
    len |   tp.min   tp.med |  lat.min  lat.med |     GB/s | GHz
      7 |     10.8     10.8 |     71.5     71.0 |     2.24 | 3.46
      8 |     10.6     10.5 |     69.9     70.4 |     2.63 | 3.49
      9 |     10.6     10.5 |     69.6     69.6 |     2.96 | 3.48
     10 |     10.6     10.5 |     69.2     69.4 |     3.29 | 3.47
     11 |     10.5     10.5 |     70.1     70.0 |     3.61 | 3.46
     12 |     10.6     10.7 |     69.6     69.2 |     3.94 | 3.49
     13 |     10.6     10.5 |     69.5     69.6 |     4.27 | 3.48
     14 |     10.5     10.7 |     67.7     69.8 |     4.41 | 3.30
     15 |     10.7     10.5 |     69.6     69.7 |     4.93 | 3.50
     16 |     10.2     10.3 |     67.4     67.3 |     5.27 | 3.36
     17 |     13.6     13.5 |     70.2     69.4 |     4.36 | 3.48
     18 |     13.7     13.5 |     70.2     69.0 |     4.60 | 3.50
     19 |     13.7     13.5 |     70.2     70.4 |     4.86 | 3.50
     20 |     13.7     13.8 |     69.5     69.5 |     4.88 | 3.35
     21 |     13.7     13.6 |     69.5     69.9 |     5.37 | 3.50
     22 |     13.7     13.7 |     69.7     68.8 |     5.62 | 3.50
     23 |     13.5     13.5 |     69.3     69.2 |     5.88 | 3.46
     24 |     13.7     13.6 |     69.7     69.1 |     6.13 | 3.50
     25 |     13.5     13.5 |     70.1     69.7 |     6.39 | 3.46
     26 |     13.5     13.5 |     69.9     69.0 |     6.65 | 3.46
     27 |     13.5     13.5 |     69.7     69.0 |     6.90 | 3.46
     28 |     13.6     13.5 |     69.7     69.0 |     7.16 | 3.48
     29 |     13.7     13.5 |     69.7     69.0 |     7.41 | 3.50
     30 |     13.7     13.5 |     69.7     69.0 |     7.67 | 3.50
     31 |     13.7     13.7 |     69.0     69.1 |     7.58 | 3.35
     32 |     12.6     12.6 |     69.6     69.2 |     8.78 | 3.46
     47 |     15.8     15.7 |     71.8     71.4 |    10.34 | 3.47
     48 |     14.9     14.8 |     71.8     71.1 |    11.20 | 3.48
     63 |     18.0     17.9 |     72.6     72.8 |    12.14 | 3.46
     64 |     13.1     13.1 |     71.3     71.0 |    16.39 | 3.35
    100 |     19.7     19.7 |     77.7     77.2 |    17.51 | 3.46
    127 |     22.0     21.9 |     79.7     78.2 |    20.07 | 3.48
    128 |     17.4     17.3 |     74.1     73.3 |    25.64 | 3.48
    255 |     30.6     30.3 |     83.4     82.5 |    29.17 | 3.50
    256 |     25.6     26.0 |     77.8     76.8 |    33.62 | 3.36
    257 |     29.7     29.5 |     79.3     79.2 |    30.19 | 3.48
    511 |     48.7     48.4 |     91.7     90.5 |    36.66 | 3.50
    512 |     41.6     41.1 |     85.9     84.7 |    43.09 | 3.50
    513 |     52.4     51.8 |     96.5     95.9 |    34.30 | 3.50
   1024 |     76.4     76.1 |     97.1     96.3 |    46.98 | 3.50
   1025 |     87.9     87.2 |    116.9    116.2 |    40.61 | 3.48
   4096 |    250.5    247.2 |    266.1    265.2 |    57.31 | 3.50
  16384 |    874.9    871.9 |    892.7    884.1 |    65.13 | 3.48
   avg lat4 over 1..31 B: 70.19 (min-based)  69.90 (median)

== 64-byte blocks <8,5,1> ==  cycles per call: tp (independent) | lat4 (SMHasher3-style serialization); min-based / median; GB/s from tp at the measured GHz
    len |   tp.min   tp.med |  lat.min  lat.med |     GB/s | GHz
      0 |      7.9      7.9 |      8.0      7.9 |     0.00 | 3.47
      1 |     10.9     10.8 |     70.6     70.6 |     0.32 | 3.50
      2 |     10.9     10.8 |     70.3     70.2 |     0.62 | 3.35
      3 |     10.8     10.8 |     70.7     70.1 |     0.97 | 3.49
      4 |     10.3     10.3 |     68.1     68.0 |     1.34 | 3.46
      5 |     10.5     10.3 |     68.6     68.2 |     1.67 | 3.50
      6 |     10.4     10.3 |     68.4     68.0 |     2.01 | 3.48
      7 |     10.3     10.4 |     68.4     68.0 |     2.34 | 3.46
      8 |     10.0     10.0 |     67.2     67.3 |     2.78 | 3.48
      9 |     10.1     10.1 |     67.4     67.5 |     2.99 | 3.34
     10 |     10.6     10.6 |     67.4     67.3 |     3.25 | 3.44
     11 |     10.0     10.2 |     68.5     67.7 |     3.81 | 3.45
     12 |      9.9     10.2 |     67.4     66.5 |     4.17 | 3.44
     13 |     10.1     10.1 |     67.1     67.3 |     4.48 | 3.48
     14 |      9.9     10.2 |     66.4     67.1 |     4.84 | 3.44
     15 |      9.9     10.2 |     67.3     66.9 |     5.17 | 3.43
     16 |      9.6      9.8 |     65.6     64.5 |     5.70 | 3.43
     17 |     12.8     13.1 |     67.2     66.4 |     4.61 | 3.49
     18 |     12.8     12.7 |     67.2     66.3 |     4.92 | 3.50
     19 |     12.7     12.7 |     67.2     67.2 |     5.21 | 3.49
     20 |     12.6     12.8 |     66.4     66.4 |     5.52 | 3.49
     21 |     12.7     12.7 |     66.3     66.3 |     5.79 | 3.50
     22 |     12.7     12.9 |     66.5     66.3 |     6.04 | 3.49
     23 |     13.0     12.9 |     66.6     66.0 |     5.87 | 3.31
     24 |     12.7     12.7 |     66.1     66.0 |     6.56 | 3.46
     25 |     12.8     12.9 |     66.6     65.9 |     6.82 | 3.49
     26 |     12.8     12.7 |     66.2     66.0 |     7.12 | 3.50
     27 |     12.8     12.7 |     66.5     66.6 |     7.37 | 3.50
     28 |     13.0     13.1 |     66.9     67.0 |     7.21 | 3.34
     29 |     13.0     12.8 |     66.7     66.2 |     7.78 | 3.48
     30 |     12.6     12.7 |     66.8     66.4 |     8.20 | 3.46
     31 |     12.5     12.7 |     66.6     66.3 |     8.59 | 3.46
     32 |     12.3     12.2 |     66.7     66.4 |     9.09 | 3.48
     47 |     15.0     14.9 |     68.5     68.3 |    10.94 | 3.49
     48 |     14.3     14.2 |     68.4     68.0 |    11.70 | 3.49
     63 |     17.0     17.0 |     70.6     69.6 |    12.86 | 3.48
     64 |     12.0     11.8 |     69.0     68.3 |    17.68 | 3.32
    100 |     22.1     21.8 |     82.0     80.6 |    15.84 | 3.50
    127 |     23.5     23.5 |     81.1     81.2 |    18.13 | 3.35
    128 |     19.8     19.8 |     82.0     81.4 |    22.59 | 3.49
    255 |     35.5     35.2 |    103.8    102.6 |    25.03 | 3.48
    256 |     32.6     32.6 |    103.8    102.3 |    27.15 | 3.46
    257 |     39.5     39.0 |    114.8    113.6 |    22.79 | 3.50
    511 |     64.4     64.0 |    147.7    146.2 |    27.58 | 3.47
    512 |     61.4     61.4 |    147.6    146.2 |    28.84 | 3.46
    513 |     68.2     68.1 |    158.8    157.8 |    25.98 | 3.46
   1024 |    132.9    132.0 |    235.3    234.3 |    26.99 | 3.50
   1025 |    141.7    140.5 |    246.1    245.3 |    25.35 | 3.50
   4096 |    606.4    601.2 |    759.5    753.4 |    22.62 | 3.35
  16384 |   2710.6   2711.5 |   2810.8   2821.1 |    20.23 | 3.35
   avg lat4 over 1..31 B: 67.39 (min-based)  67.11 (median)
### harness v0  load averages: 2.49 3.73 4.32
Reading random bytes from seed
{"name":"ChainHash, 64 B blocks, K=5+twist","size_bytes":16384,"gbps":14.8285,"gbps_min":13.9572,"gbps_max":15.1665,"ns_per_call":1104.90,"reps":461496,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 256 B blocks, K=5+twist","size_bytes":16384,"gbps":52.4903,"gbps_min":52.2486,"gbps_max":52.8155,"ns_per_call":312.13,"reps":1582106,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 1 KB blocks, K=5+twist, S=2","size_bytes":16384,"gbps":58.6996,"gbps_min":58.4684,"gbps_max":58.7878,"ns_per_call":279.12,"reps":1801667,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 64 B blocks, K=5+twist","size_bytes":512,"gbps":21.5366,"gbps_min":21.3752,"gbps_max":21.7450,"ns_per_call":23.77,"reps":20750955,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 256 B blocks, K=5+twist","size_bytes":512,"gbps":30.6096,"gbps_min":29.9930,"gbps_max":31.4949,"ns_per_call":16.73,"reps":29709472,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 1 KB blocks, K=5+twist, S=2","size_bytes":512,"gbps":29.3784,"gbps_min":29.0833,"gbps_max":29.4601,"ns_per_call":17.43,"reps":28905702,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
### harness v3  load averages: 2.85 3.75 4.32
Reading random bytes from seed
{"name":"ChainHash, 64 B blocks, K=5+twist","size_bytes":16384,"gbps":20.5116,"gbps_min":20.2993,"gbps_max":20.7986,"ns_per_call":798.77,"reps":614600,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 256 B blocks, K=5+twist","size_bytes":16384,"gbps":60.3195,"gbps_min":59.9609,"gbps_max":60.6778,"ns_per_call":271.62,"reps":1770596,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 1 KB blocks, K=5+twist, S=2","size_bytes":16384,"gbps":61.9027,"gbps_min":58.7751,"gbps_max":62.0524,"ns_per_call":264.67,"reps":1851137,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 64 B blocks, K=5+twist","size_bytes":512,"gbps":25.3217,"gbps_min":22.3354,"gbps_max":25.8325,"ns_per_call":20.22,"reps":25526074,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 256 B blocks, K=5+twist","size_bytes":512,"gbps":33.1395,"gbps_min":31.8011,"gbps_max":33.2886,"ns_per_call":15.45,"reps":32554405,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 1 KB blocks, K=5+twist, S=2","size_bytes":512,"gbps":40.2080,"gbps_min":39.9352,"gbps_max":40.2497,"ns_per_call":12.73,"reps":39453832,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
### harness v4  load averages: 2.62 3.63 4.26
Reading random bytes from seed
{"name":"ChainHash, 64 B blocks, K=5+twist","size_bytes":16384,"gbps":20.0509,"gbps_min":19.7408,"gbps_max":20.0958,"ns_per_call":817.12,"reps":597388,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 256 B blocks, K=5+twist","size_bytes":16384,"gbps":58.8621,"gbps_min":58.0563,"gbps_max":59.0841,"ns_per_call":278.35,"reps":1803450,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 1 KB blocks, K=5+twist, S=2","size_bytes":16384,"gbps":60.9144,"gbps_min":58.9666,"gbps_max":61.2030,"ns_per_call":268.97,"reps":1900265,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 64 B blocks, K=5+twist","size_bytes":512,"gbps":26.4374,"gbps_min":26.1085,"gbps_max":26.5536,"ns_per_call":19.37,"reps":25361130,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 256 B blocks, K=5+twist","size_bytes":512,"gbps":36.5006,"gbps_min":36.4499,"gbps_max":36.7066,"ns_per_call":14.03,"reps":34986208,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
{"name":"ChainHash, 1 KB blocks, K=5+twist, S=2","size_bytes":512,"gbps":39.7258,"gbps_min":39.6656,"gbps_max":40.0352,"ns_per_call":12.89,"reps":39045173,"runs":5,"impl_source":"tools/bench/chainhash/chainhash.h"}
### done load averages: 3.09 3.68 4.27
